# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,logit.year.fillout,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,logit.type
USA,traded sugarcrop,Europe_Non_EU traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,European Free Trade Association traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,India traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Indonesia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Japan traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Mexico traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Middle East traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Pakistan traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Russia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,South Africa traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,South America_Northern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,South America_Southern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,South Asia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,South Korea traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Southeast Asia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Taiwan traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Argentina traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Colombia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,USA traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Africa_Eastern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Africa_Northern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Africa_Southern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Africa_Western traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Australia_NZ traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Brazil traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Canada traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Central America and Caribbean traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Central Asia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,China traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,EU-12 traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,EU-15 traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Europe_Eastern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Europe_Non_EU traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,European Free Trade Association traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,India traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Indonesia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Japan traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Mexico traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Middle East traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Pakistan traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Russia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,South Africa traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,South America_Northern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,South America_Southern traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,South Asia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,South Korea traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Southeast Asia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Taiwan traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Argentina traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded wheat,Colombia traded wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,USA traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Africa_Eastern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Africa_Northern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Africa_Southern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Africa_Western traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Australia_NZ traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Brazil traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Canada traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Central America and Caribbean traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Central Asia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,China traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,EU-12 traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,EU-15 traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Europe_Eastern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Europe_Non_EU traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,European Free Trade Association traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,India traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Indonesia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Japan traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Mexico traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Middle East traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Pakistan traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Russia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,South Africa traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,South America_Northern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,South America_Southern traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,South Asia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,South Korea traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Southeast Asia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Taiwan traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Argentina traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded beef,Colombia traded beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,USA traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Africa_Eastern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Africa_Northern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Africa_Southern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Africa_Western traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Australia_NZ traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Brazil traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Canada traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Central America and Caribbean traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Central Asia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,China traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,EU-12 traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,EU-15 traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Europe_Eastern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Europe_Non_EU traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,European Free Trade Association traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,India traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Indonesia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Japan traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Mexico traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Middle East traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Pakistan traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Russia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,South Africa traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,South America_Northern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,South America_Southern traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,South Asia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,South Korea traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Southeast Asia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Taiwan traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Argentina traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded dairy,Colombia traded dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,USA traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Africa_Eastern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Africa_Northern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Africa_Southern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Africa_Western traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Australia_NZ traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Brazil traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Canada traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Central America and Caribbean traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Central Asia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,China traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,EU-12 traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,EU-15 traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Europe_Eastern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Europe_Non_EU traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,European Free Trade Association traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,India traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Indonesia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Japan traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Mexico traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Middle East traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Pakistan traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Russia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,South Africa traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,South America_Northern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,South America_Southern traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,South Asia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,South Korea traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Southeast Asia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Taiwan traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Argentina traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded pork,Colombia traded pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,USA traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Africa_Eastern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Africa_Northern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Africa_Southern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Africa_Western traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Australia_NZ traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Brazil traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Canada traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Central America and Caribbean traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Central Asia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,China traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,EU-12 traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,EU-15 traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Europe_Eastern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Europe_Non_EU traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,European Free Trade Association traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,India traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Indonesia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Japan traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Mexico traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Middle East traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Pakistan traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Russia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,South Africa traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,South America_Northern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,South America_Southern traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,South Asia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,South Korea traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Southeast Asia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Taiwan traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Argentina traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded poultry,Colombia traded poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,USA traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Africa_Eastern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Africa_Northern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Africa_Southern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Africa_Western traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Australia_NZ traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Brazil traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Canada traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Central America and Caribbean traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Central Asia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,China traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,EU-12 traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,EU-15 traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Europe_Eastern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Europe_Non_EU traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,European Free Trade Association traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,India traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Indonesia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Japan traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Mexico traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Middle East traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Pakistan traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Russia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,South Africa traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,South America_Northern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,South America_Southern traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,South Asia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,South Korea traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Southeast Asia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Taiwan traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Argentina traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sheepgoat,Colombia traded sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,USA traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Africa_Eastern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Africa_Northern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Africa_Southern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Africa_Western traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Australia_NZ traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Brazil traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Canada traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Central America and Caribbean traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Central Asia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,China traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,EU-12 traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,EU-15 traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Europe_Eastern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Europe_Non_EU traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,European Free Trade Association traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,India traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Indonesia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Japan traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Mexico traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Middle East traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Pakistan traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Russia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,South Africa traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,South America_Northern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,South America_Southern traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,South Asia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,South Korea traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Southeast Asia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Taiwan traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Argentina traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded forest,Colombia traded forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
