# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,logit.year.fillout,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,logit.type
Russia,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional othergrain,domestic othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional othergrain,imported othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional palmfruit,domestic palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional palmfruit,imported palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional rice,domestic rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional rice,imported rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional roottuber,domestic roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional roottuber,imported roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional sugarcrop,domestic sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
